zip檔名	拍數	累積拍數	經名	山圖號
0020-030火10	31	20536	大寶積經一百二十卷（30）	11800611
0020-031帝01	34	20570	大寶積經一百二十卷（31）	11800711
0020-032帝02	32	20602	大寶積經一百二十卷（32）	11800811
0020-033帝03	31	20633	大寶積經一百二十卷（33）	11800911
0020-034帝04	33	20666	大寶積經一百二十卷（34）	11801011
0020-035帝05	46	20712	大寶積經一百二十卷（35）	11801111
0020-036帝06	31	20743	大寶積經一百二十卷（36）	11801211
0020-037帝07	42	20785	大寶積經一百二十卷（37）	11801311
0020-038帝08	48	20833	大寶積經一百二十卷（38）	11801411
0020-039帝09	33	20866	大寶積經一百二十卷（39）	11801511
0020-040帝10	30	20896	大寶積經一百二十卷（40）	11801611
0020-041鳥01		20896	大寶積經一百二十卷（41）	11801711
0020-042鳥02		20896	大寶積經一百二十卷（42）	11801811
0020-043鳥03		20896	大寶積經一百二十卷（43）	11801911
0020-044鳥04		20896	大寶積經一百二十卷（44）	11802011
0020-045鳥05		20896	大寶積經一百二十卷（45）	11802111
0020-046鳥06		20896	大寶積經一百二十卷（46）	11802211
0020-047鳥07	40	20936	大寶積經一百二十卷（47）	11802311
0020-048鳥08		20936	大寶積經一百二十卷（48）	11802411
0020-049鳥09		20936	大寶積經一百二十卷（49）	11802511
0020-050鳥10	33	20969	大寶積經一百二十卷（50）	11802611
0020-051官01	34	21003	大寶積經一百二十卷（51）	11802711
0020-052官02	38	21041	大寶積經一百二十卷（52）	11802811
0020-053官03	38	21079	大寶積經一百二十卷（53）	11802911
0020-054官04	38	21117	大寶積經一百二十卷（54）	11803011
0020-055官05	28	21145	大寶積經一百二十卷（55）	11803111
0020-056官06	30	21175	大寶積經一百二十卷（56）	11803211
0020-057官07	35	21210	大寶積經一百二十卷（57）	11803311
0020-058官08	27	21237	大寶積經一百二十卷（58）	11803411
0020-059官09		21237	大寶積經一百二十卷（59）	11803511
0020-060官10	28	21265	大寶積經一百二十卷（60）	11803611
0020-061人01	32	21297	大寶積經一百二十卷（61）	11803711
0020-062人02	36	21333	大寶積經一百二十卷（62）	11803811
0020-063人03	34	21367	大寶積經一百二十卷（63）	11803911
0020-064人04		21367	大寶積經一百二十卷（64）	11804011
0020-065人05	25	21392	大寶積經一百二十卷（65）	11804111
0020-066人06		21392	大寶積經一百二十卷（66）	11804211
0020-067人07		21392	大寶積經一百二十卷（67）	11804311
0020-068人08	28	21420	大寶積經一百二十卷（68）	11804411
0020-069人09		21420	大寶積經一百二十卷（69）	11804511
0020-070人10		21420	大寶積經一百二十卷（70）	11804611
0020-071皇01	56	21476	大寶積經一百二十卷（71）	11804711
0020-072皇02		21476	大寶積經一百二十卷（72）	11804811
0020-073皇03	30	21506	大寶積經一百二十卷（73）	11804911
0020-074皇04		21506	大寶積經一百二十卷（74）	11805011
0020-075皇05	28	21534	大寶積經一百二十卷（75）	11805111
0020-076皇06	37	21571	大寶積經一百二十卷（76）	11805211
0020-077皇07	49	21620	大寶積經一百二十卷（77）	11805311
0020-078皇08	38	21658	大寶積經一百二十卷（78）	11805411
0020-079皇09	41	21699	大寶積經一百二十卷（79）	11805511
0020-080皇10	47	21746	大寶積經一百二十卷（80）	11805611
0020-081始01	42	21788	大寶積經一百二十卷（81）	11805711
0020-082始02	50	21838	大寶積經一百二十卷（82）	11805811
0020-083始03	17	21855	大寶積經一百二十卷（83）	11805911
0020-084始04	19	21874	大寶積經一百二十卷（84）	11806011
0020-085始05		21874	大寶積經一百二十卷（85）	11806111
0020-086始06	28	21902	大寶積經一百二十卷（86）	11806211
0020-087始07	25	21927	大寶積經一百二十卷（87）	11806311
0020-088始08	36	21963	大寶積經一百二十卷（88）	11806411
0020-089始09	40	22003	大寶積經一百二十卷（89）	11806511
0020-090始10		22003	大寶積經一百二十卷（90）	11806611
0020-091制01		22003	大寶積經一百二十卷（91）	11806711
0020-092制02		22003	大寶積經一百二十卷（92）	11806811
0020-093制03		22003	大寶積經一百二十卷（93）	11806911
0020-094制04		22003	大寶積經一百二十卷（94）	11807011
0020-095制05		22003	大寶積經一百二十卷（95）	11807111
0020-096制06		22003	大寶積經一百二十卷（96）	11807211
0020-097制07		22003	大寶積經一百二十卷（97）	11807311
0020-098制08		22003	大寶積經一百二十卷（98）	11807411
0020-099制09		22003	大寶積經一百二十卷（99）	11807511
0020-100制10		22003	大寶積經一百二十卷（100）	11807611
0020-101文01	41	22044	大寶積經一百二十卷（101）	11807711
0020-102文02	31	22075	大寶積經一百二十卷（102）	11807811
0020-103文03	33	22108	大寶積經一百二十卷（103）	11807911
0020-104文04		22108	大寶積經一百二十卷（104）	11808011
0020-105文05	35	22143	大寶積經一百二十卷（105）	11808111
0020-106文06	35	22178	大寶積經一百二十卷（106）	11808211
0020-107文07		22178	大寶積經一百二十卷（107）	11808311
0020-108文08	29	22207	大寶積經一百二十卷（108）	11808411
0020-109文09	33	22240	大寶積經一百二十卷（109）	11808511
0020-110文10	34	22274	大寶積經一百二十卷（110）	11808611
0020-111字01	50	22324	大寶積經一百二十卷（111）	11808711
0020-112字02		22324	大寶積經一百二十卷（112）	11808811
0020-113字03		22324	大寶積經一百二十卷（113）	11808911
0020-114字04	24	22348	大寶積經一百二十卷（114）	11809011
0020-115字05		22348	大寶積經一百二十卷（115）	11809111
0020-116字06		22348	大寶積經一百二十卷（116）	11809211
0020-117字07		22348	大寶積經一百二十卷（117）	11809311
0020-118字08	45	22393	大寶積經一百二十卷（118）	11809411
0020-119字09		22393	大寶積經一百二十卷（119）	11809511
0020-120字10		22393	大寶積經一百二十卷（120）	11809611
0021-001乃01	28	22421	大方廣三戒經三卷（01）	11809711
0021-002乃02	34	22455	大方廣三戒經三卷（02）	11809811
0021-003乃03	37	22492	大方廣三戒經三卷（03）	11809911
0022-001乃04	46	22538	佛說無量清淨平等覺經三卷（01）	11810011
0022-002乃05	38	22576	佛說無量清淨平等覺經三卷（02）	11810111
0022-003乃06	39	22615	佛說無量清淨平等覺經三卷（03）	11810211
0023-001乃07	57	22672	佛說阿彌陀經二卷（01）	11810311
0023-002乃08	48	22720	佛說阿彌陀經二卷（02）	11810411
0024-001乃09	35	22755	佛說無量壽經二卷（01）	11810511
0024-002乃10	39	22794	佛說無量壽經二卷（02）	11810611
0025-001服01		22794	佛說阿閦佛國經三卷（01）	11810711
0025-002服02		22794	佛說阿閦佛國經三卷（02）	11810811
0025-003服03		22794	佛說阿閦佛國經三卷（03）	11810911
0026-001服04		22794	佛說大乘十法經一卷	11811011
0027-001服05		22794	佛說普門品經一卷	11811111
0028-001服06		22794	文殊師利佛土嚴淨經二卷（01）	11811211
0028-002服07		22794	文殊師利佛土嚴淨經二卷（02）	11811311
0029-001服08		22794	佛說胞胎經一卷	11811411
0030-001服09		22794	佛說法鏡經二卷（01）	11811511
0030-002服10		22794	佛說法鏡經二卷（02）	11811611
0031-001衣01	49	22843	鬱迦羅越問菩薩行經一卷	11811711
0032-001衣02	36	22879	幻士仁賢經一卷	11811811
0033-001衣03	33	22912	佛說決定毗尼經一卷	11811911
0034-001衣04	32	22944	發覺淨心經二卷（01）	11812011
0034-002衣05	23	22967	發覺淨心經二卷（02）	11812111
0036-001衣06	43	23010	①佛說優填王經一卷②佛說須摩提經一卷③佛說須摩提菩薩經一卷	11812211
0038-001衣07	46	23056	佛說離垢施女經一卷	11812311
0039-001衣08	35	23091	佛說阿闍世王女阿術達菩薩經一卷	11812411
0040a-001衣09	28	23119	佛說須賴經一卷	11812511
0040b-001衣10	38	23157	佛說須賴經一卷	11812611
0041-001裳01	53	23210	得無垢女經一卷	11812711
0042-001裳02	22	23232	文殊師利所說不思議佛境界經二卷（01）	11812811
0042-002裳03	25	23257	文殊師利所說不思議佛境界經二卷（02）	11812911
0043-001裳04	45	23302	佛說如幻三昧經三卷（01）	11813011
0043-002裳05	40	23342	佛說如幻三昧經三卷（02）	11813111
0043-003裳06	29	23371	佛說如幻三昧經三卷（03）	11813211
0044-001裳07	35	23406	善住意天子所問經三卷（01）	11813311
0044-002裳08	37	23443	善住意天子所問經三卷（02）	11813411
0044-003裳09	39	23482	善住意天子所問經三卷（03）	11813511
0047-001裳10	34	23516	①太子刷護經一卷②太子和休經一卷③入法界體性經一卷	11813611
0048-001推01	32	23548	慧上菩薩問大善權經二卷（01）	11813711
0048-002推02	28	23576	慧上菩薩問大善權經二卷（02）	11813811
0049-001推03		23576	大乘顯識經二卷（01）	11813911
0049-002推04	28	23604	大乘顯識經二卷（02）	11814011
0052-001推05	39	23643	①佛說大乘方等要慧經一卷②彌勒菩薩所問本願經一卷③度一切諸佛境界智嚴經一卷	11814111
0053-001推06	31	23674	佛遺日摩尼寶經一卷	11814211
0054-001推07	40	23714	佛說摩訶衍寶嚴經一卷	11814311
0055-001推08	36	23750	勝鬘師子吼一乘大方便方廣經一卷	11814411
0056-001推09	32	23782	毗耶娑問經二卷（01）	11814511
0056-002推10	32	23814	毗耶娑問經二卷（02）	11814611
0057-001位01	45	23859	大方等大集經三十卷（01）	11814711
0057-002位02	33	23892	大方等大集經三十卷（02）	11814811
0057-003位03	46	23938	大方等大集經三十卷（03）	11814911
0057-004位04	38	23976	大方等大集經三十卷（04）	11815011
0057-005位05	33	24009	大方等大集經三十卷（05）	11815111
0057-006位06	40	24049	大方等大集經三十卷（06）	11815211
0057-007位07	37	24086	大方等大集經三十卷（07）	11815311
0057-008位08	38	24124	大方等大集經三十卷（08）	11815411
0057-009位09	53	24177	大方等大集經三十卷（09）	11815511
0057-010位10	37	24214	大方等大集經三十卷（10）	11815611
0057-011讓01	47	24261	大方等大集經三十卷（11）	11815711
0057-012讓02	43	24304	大方等大集經三十卷（12）	11815811
0057-013讓03		24304	大方等大集經三十卷（13）	11815911
0057-014讓04	38	24342	大方等大集經三十卷（14）	11816011
0057-015讓05	45	24387	大方等大集經三十卷（15）	11816111
0057-016讓06	35	24422	大方等大集經三十卷（16）	11816211
0057-017讓07	55	24477	大方等大集經三十卷（17）	11816311
0057-018讓08	55	24532	大方等大集經三十卷（18）	11816411
0057-019讓09	34	24566	大方等大集經三十卷（19）	11816511
0057-020讓10		24566	大方等大集經三十卷（20）	11816611
0057-021國01	44	24610	大方等大集經三十卷（21）	11816711
0057-022國02	35	24645	大方等大集經三十卷（22）	11816811
0057-023國03	49	24694	大方等大集經三十卷（23）	11816911
0057-024國04	38	24732	大方等大集經三十卷（24）	11817011
0057-025國05	28	24760	大方等大集經三十卷（25）	11817111
0057-026國06	34	24794	大方等大集經三十卷（26）	11817211
0057-027國07	31	24825	大方等大集經三十卷（27）	11817311
0057-028國08	37	24862	大方等大集經三十卷（28）	11817411
0057-029國09	40	24902	大方等大集經三十卷（29）	11817511
0057-030國10	39	24941	大方等大集經三十卷（30）	11817611
0058-001有01	39	24980	大乘大方等日藏經十卷（01）	11817711
0058-002有02	37	25017	大乘大方等日藏經十卷（02）	11817811
0058-003有03	32	25049	大乘大方等日藏經十卷（03）	11817911
0058-004有04	30	25079	大乘大方等日藏經十卷（04）	11818011
0058-005有05	43	25122	大乘大方等日藏經十卷（05）	11818111
0058-006有06	43	25165	大乘大方等日藏經十卷（06）	11818211
0058-007有07	38	25203	大乘大方等日藏經十卷（07）	11818311
0058-008有08	45	25248	大乘大方等日藏經十卷（08）	11818411
0058-009有09	47	25295	大乘大方等日藏經十卷（09）	11818511
0058-010有10	46	25341	大乘大方等日藏經十卷（10）	11818611
0059-001虞01	35	25376	大方等大集月藏經十卷（01）	11818711
0059-002虞02	45	25421	大方等大集月藏經十卷（02）	11818811
0059-003虞03	41	25462	大方等大集月藏經十卷（03）	11818911
0059-004虞04	33	25495	大方等大集月藏經十卷（04）	11819011
0059-005虞05	37	25532	大方等大集月藏經十卷（05）	11819111
0059-006虞06	38	25570	大方等大集月藏經十卷（06）	11819211
0059-007虞07	49	25619	大方等大集月藏經十卷（07）	11819311
0059-008虞08	53	25672	大方等大集月藏經十卷（08）	11819411
0059-009虞09	47	25719	大方等大集月藏經十卷（09）	11819511
0059-010虞10	54	25773	大方等大集月藏經十卷（10）	11819611
0060-001陶01	46	25819	大乘大集地藏十輪經十卷（01）	11819711
0060-002陶02	40	25859	大乘大集地藏十輪經十卷（02）	11819811
0060-003陶03	28	25887	大乘大集地藏十輪經十卷（03）	11819911
0060-004陶04	33	25920	大乘大集地藏十輪經十卷（04）	11820011
0060-005陶05	34	25954	大乘大集地藏十輪經十卷（05）	11820111
0060-006陶06	31	25985	大乘大集地藏十輪經十卷（06）	11820211
0060-007陶07	33	26018	大乘大集地藏十輪經十卷（07）	11820311
0060-008陶08	30	26048	大乘大集地藏十輪經十卷（08）	11820411
0060-009陶09	31	26079	大乘大集地藏十輪經十卷（09）	11820511
0060-010陶10	30	26109	大乘大集地藏十輪經十卷（10）	11820611
0061-001唐01	31	26140	佛說大方廣十輪經八卷（01）	11820711
0061-002唐02	27	26167	佛說大方廣十輪經八卷（02）	11820811
0061-003唐03	34	26201	佛說大方廣十輪經八卷（03）	11820911
0061-004唐04	32	26233	佛說大方廣十輪經八卷（04）	11821011
0061-005唐05		26233	佛說大方廣十輪經八卷（05）	11821111
0061-006唐06	27	26260	佛說大方廣十輪經八卷（06）	11821211
0061-007唐07	27	26287	佛說大方廣十輪經八卷（07）	11821311
0061-008唐08	24	26311	佛說大方廣十輪經八卷（08）	11821411
0062-001唐09	39	26350	大集須彌藏經二卷（01）	11821511
0062-002唐10	38	26388	大集須彌藏經二卷（02）	11821611
0063-001弔01		26388	虛空孕菩薩經二卷（01）	11821711
0063-002弔02	30	26418	虛空孕菩薩經二卷（02）	11821811
0064-001弔03	52	26470	虛空藏菩薩經一卷	11821911
0066-001弔04	38	26508	①虛空藏菩薩神咒經一卷②觀虛空藏菩薩經一卷	11822011
0067-001弔05	36	26544	佛說菩薩念佛三昧經六卷（01）	11822111
0067-002弔06	26	26570	佛說菩薩念佛三昧經六卷（02）	11822211
0067-003弔07	34	26604	佛說菩薩念佛三昧經六卷（03）	11822311
0067-004弔08	31	26635	佛說菩薩念佛三昧經六卷（04）	11822411
0067-005弔09	34	26669	佛說菩薩念佛三昧經六卷（05）	11822511
0067-006弔10	34	26703	佛說菩薩念佛三昧經六卷（06）	11822611
0068-001民01	26	26729	佛說大方等大集菩薩念佛三昧經十卷（01）	11822711
0068-002民02		26729	佛說大方等大集菩薩念佛三昧經十卷（02）	11822811
0068-003民03	29	26758	佛說大方等大集菩薩念佛三昧經十卷（03）	11822911
0068-004民04	27	26785	佛說大方等大集菩薩念佛三昧經十卷（04）	11823011
0068-005民05	26	26811	佛說大方等大集菩薩念佛三昧經十卷（05）	11823111
0068-006民06	27	26838	佛說大方等大集菩薩念佛三昧經十卷（06）	11823211
0068-007民07	28	26866	佛說大方等大集菩薩念佛三昧經十卷（07）	11823311
0068-008民08	23	26889	佛說大方等大集菩薩念佛三昧經十卷（08）	11823411
0068-009民09	29	26918	佛說大方等大集菩薩念佛三昧經十卷（09）	11823511
0068-010民10	25	26943	佛說大方等大集菩薩念佛三昧經十卷（10）	11823611
0069-001伐01	35	26978	般舟三昧經三卷（01）	11823711
0069-002伐02		26978	般舟三昧經三卷（02）	11823811
0069-003伐03	31	27009	般舟三昧經三卷（03）	11823911
0070-001伐04	27	27036	阿差末菩薩經七卷（01）	11824011
0070-002伐05	28	27064	阿差末菩薩經七卷（02）	11824111
0070-003伐06	27	27091	阿差末菩薩經七卷（03）	11824211
0070-004伐07	28	27119	阿差末菩薩經七卷（04）	11824311
0070-005伐08	25	27144	阿差末菩薩經七卷（05）	11824411
0070-006伐09	26	27170	阿差末菩薩經七卷（06）	11824511
0070-007伐10	23	27193	阿差末菩薩經七卷（07）	11824611
0071-001罪01	31	27224	大方等大集賢護經五卷（01）	11824711
0071-002罪02	30	27254	大方等大集賢護經五卷（02）	11824811
0071-003罪03	30	27284	大方等大集賢護經五卷（03）	11824911
0071-004罪04	37	27321	大方等大集賢護經五卷（04）	11825011
0071-005罪05	35	27356	大方等大集賢護經五卷（05）	11825111
0072-001罪06	28	27384	拔陂菩薩經一卷	11825211
0073-001罪07	47	27431	無盡意菩薩經四卷（01）	11825311
0073-002罪08	44	27475	無盡意菩薩經四卷（02）	11825411
0073-003罪09	38	27513	無盡意菩薩經四卷（03）	11825511
0073-004罪10	44	27557	無盡意菩薩經四卷（04）	11825611
0074-001周01	39	27596	大集譬喻王經二卷（01）	11825711
0074-002周02	31	27627	大集譬喻王經二卷（02）	11825811
0075-001周03		27627	大哀經八卷（01）	11825911
0075-002周04	36	27663	大哀經八卷（02）	11826011
0075-003周05		27663	大哀經八卷（03）	11826111
0075-004周06	23	27686	大哀經八卷（04）	11826211
0075-005周07	26	27712	大哀經八卷（05）	11826311
0075-006周08		27712	大哀經八卷（06）	11826411
0075-007周09		27712	大哀經八卷（07）	11826511
0075-008周10	35	27747	大哀經八卷（08）	11826611
0076-001發01	36	27783	寶女所問經四卷（01）	11826711
0076-002發02	27	27810	寶女所問經四卷（02）	11826811
0076-003發03	38	27848	寶女所問經四卷（03）	11826911
0076-004發04	28	27876	寶女所問經四卷（04）	11827011
0077-001發05		27876	無言童子經二卷（01）	11827111
0077-002發06		27876	無言童子經二卷（02）	11827211
0078-001發07		27876	自在王菩薩經二卷（01）	11827311
0078-002發08		27876	自在王菩薩經二卷（02）	11827411
0079-001發09		27876	奮迅王問經二卷（01）	11827511
0079-002發10	39	27915	奮迅王問經二卷（02）	11827611
0080-001殷01	29	27944	寶星陀羅尼經八卷（01）	11827711
0080-002殷02	31	27975	寶星陀羅尼經八卷（02）	11827811
0080-003殷03	33	28008	寶星陀羅尼經八卷（03）	11827911
0080-004殷04	31	28039	寶星陀羅尼經八卷（04）	11828011
0080-005殷05	27	28066	寶星陀羅尼經八卷（05）	11828111
0080-006殷06	39	28105	寶星陀羅尼經八卷（06）	11828211
0080-007殷07	39	28144	寶星陀羅尼經八卷（07）	11828311
0080-008殷08	36	28180	寶星陀羅尼經八卷（08）	11828411
0081-001殷09	33	28213	度諸佛境界智光嚴經一卷	11828511
0082-001殷10	34	28247	大乘金剛髻珠菩薩修行分經一卷	11828611
0083-001湯01	34	28281	大方廣佛華嚴經六十卷（01）	11828711
0083-002湯02	30	28311	大方廣佛華嚴經六十卷（02）	11828811
0083-003湯03	40	28351	大方廣佛華嚴經六十卷（03）	11828911
0083-004湯04	43	28394	大方廣佛華嚴經六十卷（04）	11829011
0083-005湯05	35	28429	大方廣佛華嚴經六十卷（05）	11829111
0083-006湯06		28429	大方廣佛華嚴經六十卷（06）	11829211
0083-007湯07		28429	大方廣佛華嚴經六十卷（07）	11829311
0083-008湯08	46	28475	大方廣佛華嚴經六十卷（08）	11829411
0083-009湯09	42	28517	大方廣佛華嚴經六十卷（09）	11829511
0083-010湯10	26	28543	大方廣佛華嚴經六十卷（10）	11829611
0083-011坐01		28543	大方廣佛華嚴經六十卷（11）	11829711
0083-012坐02	32	28575	大方廣佛華嚴經六十卷（12）	11829811
0083-013坐03		28575	大方廣佛華嚴經六十卷（13）	11829911
0083-014坐04	38	28613	大方廣佛華嚴經六十卷（14）	11830011
0083-015坐05		28613	大方廣佛華嚴經六十卷（15）	11830111
0083-016坐06		28613	大方廣佛華嚴經六十卷（16）	11830211
0083-017坐07	36	28649	大方廣佛華嚴經六十卷（17）	11830311
0083-018坐08	34	28683	大方廣佛華嚴經六十卷（18）	11830411
0083-019坐09	38	28721	大方廣佛華嚴經六十卷（19）	11830511
0083-020坐10	48	28769	大方廣佛華嚴經六十卷（20）	11830611
0083-021朝01	37	28806	大方廣佛華嚴經六十卷（21）	11830711
0083-022朝02	37	28843	大方廣佛華嚴經六十卷（22）	11830811
0083-023朝03	41	28884	大方廣佛華嚴經六十卷（23）	11830911
0083-024朝04	36	28920	大方廣佛華嚴經六十卷（24）	11831011
0083-025朝05	35	28955	大方廣佛華嚴經六十卷（25）	11831111
0083-026朝06	33	28988	大方廣佛華嚴經六十卷（26）	11831211
0083-027朝07	36	29024	大方廣佛華嚴經六十卷（27）	11831311
0083-028朝08	37	29061	大方廣佛華嚴經六十卷（28）	11831411
0083-029朝09	31	29092	大方廣佛華嚴經六十卷（29）	11831511
0083-030朝10		29092	大方廣佛華嚴經六十卷（30）	11831611
0083-031問01	35	29127	大方廣佛華嚴經六十卷（31）	11831711
0083-032問02		29127	大方廣佛華嚴經六十卷（32）	11831811
0083-033問03	35	29162	大方廣佛華嚴經六十卷（33）	11831911
0083-034問04	44	29206	大方廣佛華嚴經六十卷（34）	11832011
0083-035問05	34	29240	大方廣佛華嚴經六十卷（35）	11832111
0083-036問06		29240	大方廣佛華嚴經六十卷（36）	11832211
0083-037問07		29240	大方廣佛華嚴經六十卷（37）	11832311
0083-038問08		29240	大方廣佛華嚴經六十卷（38）	11832411
0083-039問09		29240	大方廣佛華嚴經六十卷（39）	11832511
0083-040問10		29240	大方廣佛華嚴經六十卷（40）	11832611
0083-041道01		29240	大方廣佛華嚴經六十卷（41）	11832711
0083-042道02		29240	大方廣佛華嚴經六十卷（42）	11832811
0083-043道03	34	29274	大方廣佛華嚴經六十卷（43）	11832911
0083-044道04		29274	大方廣佛華嚴經六十卷（44）	11833011
0083-045道05		29274	大方廣佛華嚴經六十卷（45）	11833111
0083-046道06	45	29319	大方廣佛華嚴經六十卷（46）	11833211
0083-047道07		29319	大方廣佛華嚴經六十卷（47）	11833311
0083-048道08		29319	大方廣佛華嚴經六十卷（48）	11833411
0083-049道09		29319	大方廣佛華嚴經六十卷（49）	11833511
0083-050道10	38	29357	大方廣佛華嚴經六十卷（50）	11833611
0083-051垂01	36	29393	大方廣佛華嚴經六十卷（51）	11833711
0083-052垂02	34	29427	大方廣佛華嚴經六十卷（52）	11833811
0083-053垂03		29427	大方廣佛華嚴經六十卷（53）	11833911
0083-054垂04	45	29472	大方廣佛華嚴經六十卷（54）	11834011
0083-055垂05	49	29521	大方廣佛華嚴經六十卷（55）	11834111
0083-056垂06		29521	大方廣佛華嚴經六十卷（56）	11834211
0083-057垂07	45	29566	大方廣佛華嚴經六十卷（57）	11834311
0083-058垂08	46	29612	大方廣佛華嚴經六十卷（58）	11834411
0083-059垂09	45	29657	大方廣佛華嚴經六十卷（59）	11834511
0083-060垂10	44	29701	大方廣佛華嚴經六十卷（60）	11834611
0084-001拱01		29701	大方廣佛華嚴經八十卷（01）	11834711
0084-002拱02		29701	大方廣佛華嚴經八十卷（02）	11834811
0084-003拱03		29701	大方廣佛華嚴經八十卷（03）	11834911
0084-004拱04		29701	大方廣佛華嚴經八十卷（04）	11835011
0084-005拱05		29701	大方廣佛華嚴經八十卷（05）	11835111
0084-006拱06	37	29738	大方廣佛華嚴經八十卷（06）	11835211
0084-007拱07	37	29775	大方廣佛華嚴經八十卷（07）	11835311
0084-008拱08		29775	大方廣佛華嚴經八十卷（08）	11835411
0084-009拱09	30	29805	大方廣佛華嚴經八十卷（09）	11835511
0084-010拱10	27	29832	大方廣佛華嚴經八十卷（10）	11835611
0084-011平01		29832	大方廣佛華嚴經八十卷（11）	11835711
0084-012平02	29	29861	大方廣佛華嚴經八十卷（12）	11835811
0084-013平03	37	29898	大方廣佛華嚴經八十卷（13）	11835911
0084-014平04	35	29933	大方廣佛華嚴經八十卷（14）	11836011
0084-015平05		29933	大方廣佛華嚴經八十卷（15）	11836111
0084-016平06	42	29975	大方廣佛華嚴經八十卷（16）	11836211
0084-017平07	42	30017	大方廣佛華嚴經八十卷（17）	11836311
0084-018平08	25	30042	大方廣佛華嚴經八十卷（18）	11836411
0084-019平09	36	30078	大方廣佛華嚴經八十卷（19）	11836511
0084-020平10	34	30112	大方廣佛華嚴經八十卷（20）	11836611
0084-021章01	27	30139	大方廣佛華嚴經八十卷（21）	11836711
0084-022章02	37	30176	大方廣佛華嚴經八十卷（22）	11836811
0084-023章03	35	30211	大方廣佛華嚴經八十卷（23）	11836911
0084-024章04	34	30245	大方廣佛華嚴經八十卷（24）	11837011
0084-025章05	33	30278	大方廣佛華嚴經八十卷（25）	11837111
0084-026章06	33	30311	大方廣佛華嚴經八十卷（26）	11837211
0084-027章07	36	30347	大方廣佛華嚴經八十卷（27）	11837311
0084-028章08	42	30389	大方廣佛華嚴經八十卷（28）	11837411
0084-029章09	25	30414	大方廣佛華嚴經八十卷（29）	11837511
0084-030章10	29	30443	大方廣佛華嚴經八十卷（30）	11837611
0084-031愛01	38	30481	大方廣佛華嚴經八十卷（31）	11837711
0084-032愛02	24	30505	大方廣佛華嚴經八十卷（32）	11837811
0084-033愛03	26	30531	大方廣佛華嚴經八十卷（33）	11837911
0084-034愛04	36	30567	大方廣佛華嚴經八十卷（34）	11838011
0084-035愛05	28	30595	大方廣佛華嚴經八十卷（35）	11838111
0084-036愛06	26	30621	大方廣佛華嚴經八十卷（36）	11838211
0084-037愛07	32	30653	大方廣佛華嚴經八十卷（37）	11838311
0084-038愛08	38	30691	大方廣佛華嚴經八十卷（38）	11838411
0084-039愛09	38	30729	大方廣佛華嚴經八十卷（39）	11838511
0084-040愛10	26	30755	大方廣佛華嚴經八十卷（40）	11838611
0084-041育01	27	30782	大方廣佛華嚴經八十卷（41）	11838711
0084-042育02	30	30812	大方廣佛華嚴經八十卷（42）	11838811
0084-043育03		30812	大方廣佛華嚴經八十卷（43）	11838911
0084-044育04	41	30853	大方廣佛華嚴經八十卷（44）	11839011
0084-045育05	30	30883	大方廣佛華嚴經八十卷（45）	11839111
0084-046育06		30883	大方廣佛華嚴經八十卷（46）	11839211
0084-047育07	32	30915	大方廣佛華嚴經八十卷（47）	11839311
0084-048育08	38	30953	大方廣佛華嚴經八十卷（48）	11839411
0084-049育09		30953	大方廣佛華嚴經八十卷（49）	11839511
