編號	經名	總卷數	作譯者	千字文首	千字文首冊數	千字文尾	千字文尾冊數
1373	四阿含暮抄解	2	鳩摩羅弗提 等譯	英	7	英	8
1374	五門禪經要用法	1	曇摩密多 譯	英	9	英	9
1375	金剛頂瑜伽千手千眼觀自在菩薩修行儀軌經	1	不空 譯	英	10	英	10
1376	密迹力士大權神王經偈頌	1	管主八 撰	杜	1	杜	1
1377	一切秘密最上名義大教王儀軌		施護 譯	杜	2	杜	2
1378	大樂金剛薩埵修行成就儀軌	1	不空 譯	杜	3	杜	3
1379	曼殊室利菩薩吉祥伽陀	1	法賢 譯	杜	3	杜	3
1380	成就妙法蓮華經王瑜伽觀智儀軌	1	不空 譯	杜	4	杜	4
1381	金剛頂瑜伽降三世成就極深密門	1	不空共遍智 譯	杜	5	杜	5
1382	金剛頂瑜伽他化自在天理趣會普賢修行念誦軌	1	不空 譯	杜	5	杜	5
1383	金剛壽命陀羅尼念誦法	1	金剛智共不空 譯	杜	6	杜	6
1384	大藥叉女歡喜母并愛子成就法	1	不空 譯	杜	6	杜	6
1385	佛說帝釋嚴秘密成就儀軌	1	施護 譯	杜	6	杜	6
1386	觀自在菩薩如意輪念誦儀軌	1	不空 譯	杜	6	杜	6
1387	大毗盧遮那成佛神變加持經略示七支念誦隨行法	1	不空 譯	杜	7	杜	7
1388	速疾立驗摩醯首羅天說阿尾奢法	1	不空 譯	杜	7	杜	7
1389	大聖曼殊室利童子五字瑜伽法	1	不空 譯	杜	7	杜	7
1390	大威怒烏刍澀麼儀軌	1	不空 譯	杜	8	杜	8
1391	大孔雀明王畫像壇場儀軌	1	不空 譯	杜	8	杜	8
1392	金剛頂瑜伽金剛薩埵儀軌	1	不空 譯	杜	8	杜	8
1393	一字金輪王佛頂要略念誦法	1	不空 譯	杜	9	杜	9
1394	觀自在菩薩如意輪瑜伽念誦法	1	不空 譯	杜	9	杜	9
1395	大聖大歡喜雙身毗那耶迦法	1	不空 譯	杜	9	杜	9
1396	大日經略攝念誦隨行法	1	不空 譯	杜	9	杜	9
1397	五字陀羅尼頌	1	不空 譯	杜	10	杜	10
1398	仁王般若陀羅尼釋	1	不空 譯	杜	10	杜	10
1399	大樂金剛不空真實三昧耶經般若波羅蜜多理趣釋	2	不空 譯	稿	1	稿	2
1400	佛說最勝妙吉祥根本智最上秘密一切名義三摩地分		施護 譯	稿	3	稿	3
1402	金剛頂勝初瑜伽普賢菩薩念誦法經	1	不空 譯	稿	4	稿	4
1403	金剛頂瑜伽金剛薩埵五秘密修行念誦儀軌	1	不空 譯	稿	5	稿	5
1404	無量壽如來修觀行供養儀軌	1	不空 譯	稿	5	稿	5
1405	甘露軍荼利菩薩供養念誦成就儀軌	1	不空 譯	稿	6	稿	6
1406	觀自在多羅瑜伽念誦法	1	不空 譯	稿	7	稿	7
1407	聖觀自在菩薩心真言瑜伽觀行儀軌	1	不空 譯	稿	7	稿	7
1408	菩薩訶色欲法	1	鳩摩羅什 譯	稿	8	稿	8
1409	四品學法	1	求那跋陀羅 譯	稿	8	稿	8
1410	大虛空藏菩薩念誦法	1	不空 譯	稿	8	稿	8
1411	仁王般若念誦法	1	不空 譯	稿	8	稿	8
1412	阿閦如來念誦供養法	1	不空 譯	稿	9	稿	9
1413	佛頂尊勝陀羅尼念誦儀軌	1	不空 譯	稿	9	稿	9
1414	聖閻曼德迦威怒王立成大神驗念誦法	1	不空 譯	稿	10	稿	10
1415	大乘方廣曼殊室利菩薩華嚴本教贊閻曼德迦忿怒王真言大威德儀軌品	1	不空 譯	稿	10	稿	10
1416	大方廣曼殊室利童真菩薩華嚴本教贊閻曼德迦忿怒王真言阿毗遮嚕迦儀軌品	1	不空 譯	稿	10	稿	10
1417	蘇悉地羯羅供養法	3	善無畏 譯	鍾	1	鍾	2
1418	不動使者陀羅尼秘密法	1	金剛菩提 譯	鍾	3	鍾	3
1419	金剛頂瑜伽修習毗盧遮那三摩地法	1	金剛智 譯	鍾	3	鍾	3
1420	金剛頂瑜伽經文殊師利菩薩儀軌供養法	1	不空 譯	鍾	4	鍾	4
1421	瑜伽蓮華部念誦法	1	不空 譯	鍾	4	鍾	4
1422	金剛頂經瑜伽觀自在王如來修行法	1	金剛智 譯	鍾	5	鍾	5
1423	金剛頂經觀自在王如來修行法	1	不空 譯	鍾	6	鍾	6
1424	金剛手光明灌頂經最勝立印聖無動尊大威怒王念誦儀軌	1	不空共遍智 譯	鍾	6	鍾	6
1425	略述金剛頂瑜伽分別聖位修證法門	1	不空 譯	鍾	7	鍾	7
1426	一字佛頂輪王念誦儀軌	1	不空 譯	鍾	7	鍾	7
1427	仁王護國般若波羅蜜多經道場念誦軌儀	1	不空 譯	鍾	8	鍾	8
1428	金剛頂蓮華部心念誦儀軌	1	不空 譯	鍾	9	鍾	9
1429	佛說如意輪蓮華心如來修行觀門儀	1	慈賢 譯	鍾	10	鍾	10
1430	妙吉祥平等瑜伽秘密觀身成佛儀軌	1	慈賢 譯	鍾	10	鍾	10
1431	法集要頌經	4	天息灾 譯	隸	1	隸	4
1432	勸發諸王要偈	1	求那跋摩 譯	隸	5	隸	5
1433	龍樹菩薩勸誡王頌	1	義淨 譯	隸	5	隸	5
1434	普賢金剛薩埵瑜伽念誦儀	1	不空 譯	隸	6	隸	6
1435	金剛頂瑜伽護摩儀軌	1	智藏 譯	隸	6	隸	6
1436	大悲心陀羅尼修行念誦略儀	1	不空 譯	隸	7	隸	7
1437	妙吉祥平等觀門大教王經略出護摩儀	1	慈賢 譯	隸	7	隸	7
1438	金剛頂超勝三界經說文殊五字真言勝相	1	不空 譯	隸	7	隸	7
1439	金剛頂經瑜伽文殊菩薩法一品	1	不空 譯	隸	8	隸	8
1440	金剛頂瑜伽經十八會指歸	1	不空 譯	隸	8	隸	8
1441	訶利帝母真言法	1	不空 譯	隸	8	隸	8
1442	大方廣佛華嚴經入法界品四十二字觀	1	不空 譯	隸	9	隸	9
1443	般若波羅蜜多理趣經大安樂不空三昧真實金剛菩薩等一十七聖大曼荼羅義述	1	不空 譯	隸	9	隸	9
1444	陀羅尼門諸部要目	1	不空 譯	隸	9	隸	9
1445	金剛頂瑜伽三十七尊禮	1	不空 譯	隸	9	隸	9
1446	受菩提心戒儀	1	不空 譯	隸	9	隸	9
1447	大聖文殊師利菩薩贊佛法身禮	1	不空 譯	隸	9	隸	9
1448	一百五十贊佛頌	1	義淨 譯	隸	10	隸	10
1449	百千頌大集經地藏菩薩請問法身贊	1	不空 譯	隸	10	隸	10
1451	阿育王傳	5	安法欽 譯	漆	2	漆	6
1452	馬鳴菩薩傳	1	鳩摩羅什 譯	漆	7	漆	7
1453	龍樹菩薩傳	1	鳩摩羅什 譯	漆	7	漆	7
1454	提婆菩薩傳	1	鳩摩羅什 譯	漆	7	漆	7
1455	婆藪盤豆傳	1	真諦 譯	漆	8	漆	8
1456	龍樹菩薩為禪陀迦王說法要偈	1	求那跋摩 譯	漆	8	漆	8
1457	撰集三藏及雜藏傳	1	失譯人名附東晉錄	漆	9	漆	9
1458	大阿羅漢難提蜜多羅所說法住記	1	玄奘 譯	漆	9	漆	9
1459	瑜伽集要焰口施食儀	1	不空 譯	漆	10	漆	10
1460	釋迦譜	10	僧佑 撰	書	1	書	10
1461	釋迦氏譜	2	道宣 撰	壁	1	壁	2
1462	釋迦方志	3	道宣 撰	壁	3	壁	5
1463	集古今佛道論衡實錄	4	道宣 撰	壁	6	壁	9
1465	經律[巳/廾]相	50	寶唱 等撰	經	1	相	10
1466	諸經要集	30	道世 撰	路	1	槐	10
1467	陀羅尼雜集	10	失譯人名附梁錄	卿	1	卿	10
1468	出三藏記集	17	僧佑 撰	戶	1	封	7
1469	顯密圓通成佛心要集	2	道[辰*殳] 集	封	8	封	9
1470	密咒圓因往生集	1	智廣 等編集	封	10	封	10
1471	弘明集	14	僧佑 撰	八	1	縣	4
1472	集沙門不應拜俗等事	6	彥悰 撰	縣	5	縣	10
1473	廣弘明集	40	道宣 撰	家	1	兵	10
1474	法苑珠林	100	道世 集	高	1	祿	10
1475	大唐內典錄	16	道宣 撰	侈	1	富	6
1476	集神州塔寺三寶感通錄	4	道宣 撰	富	7	富	10
1477	開元釋教錄	30	智升 撰	車	1	肥	10
1478	開元釋教錄略出	5	智升 撰	輕	1	輕	5
1479	古今譯經圖紀	4	靖邁 撰	輕	6	輕	9
1480	續古今譯經圖紀	1	智升 撰	輕	10	輕	10
1481	宗鏡錄	100	延壽 集	策	1	溪	10
1482	高僧傳	14	慧皎 撰	伊	1	尹	4
1483	大唐西域求法高僧傳	2	義淨 撰	尹	5	尹	6
1484	南海寄歸內法傳	4	義淨 撰	尹	7	尹	10
1485	續高僧傳	40	道宣 撰	佐	1	衡	10
1486	大慈恩寺三藏法師傳	10	惠立 撰　彥悰 箋補	奄	1	奄	10
1487	宋高僧傳	30	贊寧共智輪 撰	宅	1	阜	10
1488	法顯傳	1	法顯 撰	微	1	微	1
1489	比丘尼傳	2	寶唱 撰	微	2	微	3
1490	十門辯惑論	2	復禮 撰	微	4	微	5
1491	甄正論	3	玄嶷 撰	微	6	微	8
1492	破邪論	2	法琳 撰	微	9	微	10
1493	辯正論	9	法琳 撰　陳子良 注	旦	1	旦	9
1494	護法論	1	張商英 述	旦	10	旦	10
1495	大唐西域記	10	玄奘 撰	孰	1	孰	10
1496	歷代三寶記	15	費長房 撰	營	1	桓	5
1497	集諸經禮懺悔文	4	智升 撰	桓	6	桓	9
1498	說罪要行法	1	義淨 撰	桓	10	桓	10
1499	受用三水要行法	1	義淨 撰	桓	10	桓	10
1500	護命放生軌儀法	1	義淨 撰	桓	10	桓	10
1501	慈悲道場懺法	10	諸大法師 集撰	公	1	公	10
1503	法華三昧行事運想補助儀	1	湛然 撰	輔	1	輔	1
1504	金光明懺法補助儀	1	遵式 集	輔	2	輔	2
1505	往生淨土懺願儀	1	遵式 集	輔	3	輔	3
1506	往生淨土決疑行願二門	1	遵式 集	輔	3	輔	3
1507	請觀世音菩薩消伏毒害陀羅尼三昧儀	1	遵式 集	輔	4	輔	4
1508	金光明最勝懺儀	1	知禮 集	輔	4	輔	4
1509	千手眼大悲心咒行法	1	知禮 集	輔	5	輔	5
1510	禮法華經儀式	1	知禮 集	輔	5	輔	5
1511	熾盛光道場念誦儀	1	遵式 撰	輔	6	輔	6
1512	釋迦如來涅盤禮贊文	1	仁岳 撰	輔	6	輔	6
1513	觀自在菩薩如意輪咒課法	1	仁岳 撰	輔	7	輔	7
1514	天臺智者大師齋忌禮贊文	1	遵式 撰	輔	7	輔	7
1515	慈悲水懺法	3	知玄 述	輔	8	濟	10
1516	景德傳燈錄	30	道源 纂	合	1	弱	10
1517	六祖大師法寶壇經	1	惠能說 法海 等集　	扶	1	扶	1
1518	宗門統要正續集	21	宋 宗永 集　元 清茂 續集	扶	2	綺	2
1519	明覺禪師語錄	6	重顯 說　惟蓋等編	綺	3	綺	8
1520	傳法正宗論	2	契嵩 編	綺	9	綺	10
1521	傳法正宗記	10	契嵩 編修	回	1	回	10
1522	輔教編	3	契嵩 撰	漢	1	漢	3
1524	大慧普覺禪師語錄	30	宗杲 說　蘊聞 集　	說	1	武	10
1525	天目中峰和尚廣錄	30	明本 撰	丁	1	丁	10
1526	妙法蓮華經玄義	20	智顗 說　灌頂 記	密	1	勿	10
1527	法華玄義釋簽	20	隋 智顗 說　灌頂 記　唐 湛然 釋　	多	1	士	10
1528	妙法蓮華經文句	20	智顗 說　灌頂 記	實	1	寧	10
1529	法華文句記	30	湛然 述	晉	1	更	10
1530	摩訶止觀	20	智顗 說　灌頂 記	霸	1	趙	10
1531	止觀輔行傳弘訣	40	湛然 述	魏	1	假	10
1532	修習止觀坐禪法要	2	智顗 述	途	1	途	2
1533	止觀義例	2	湛然 述	途	3	途	4
1534	大乘止觀法門	4	慧思 說	途	5	途	8
1535	諸法無諍三昧法門	2	慧思 說	途	9	途	10
1536	大般涅盤經玄義	2	灌頂 撰	滅	1	滅	2
1537	大般涅盤經疏	33	隋 灌頂 撰　唐 湛然 再治	滅	3	土	5
1538	涅盤經玄義發源機要	4	智圓 述	土	6	土	9
1539	法華經安樂行義	1	慧思 說	土	10	土	10
1540	金光明經玄義	2	智顗 說　灌頂 錄　	會	1	會	2
1541	金光明經玄義拾遺記	6	知禮 述	會	3	會	8
1542	金剛般若經疏	1	智顗 說	會	9	會	9
1543	天臺四教儀	1	諦觀 錄	會	10	會	10
1544	金光明經文句	6	智顗 說　灌頂 錄　	盟	1	盟	6
1545	金光明經文句記	12	知禮 述	盟	7	何	8
1546	菩薩戒儀疏	2	智顗 說　灌頂 記	何	9	何	10
1547	觀音玄義	2	智顗 說　灌頂 記	遵	1	遵	2
1548	觀音玄義記	4	知禮 述	遵	3	遵	6
1549	觀音義疏	2	智顗 說　灌頂 記	遵	7	遵	8
1550	觀音義疏記	4	知禮 述	遵	9	約	2
1551	觀無量壽佛經疏	1	智顗 說	約	3	約	3
1552	觀無量壽佛經疏妙宗鈔	6	知禮 述	約	4	約	9
1553	天臺智者大師禪門口訣	1	智顗 說	約	10	約	10
1554	請觀音經疏	1	智顗 說　灌頂 記	法	1	法	1
1555	請觀音經疏闡義鈔	4	智圓 述	法	2	法	5
1556	釋摩訶般若波羅蜜經覺意三昧	1	智顗 說　灌頂 記	法	6	法	6
1557	四念處	4	智顗 說　灌頂 記	法	7	法	10
1558	仁王護國般若經疏	5	智顗 說　灌頂 記	韓	1	韓	5
1559	佛說仁王護國般若波羅蜜經疏神寶記	4	善月 述	韓	6	韓	9
1560	天臺八教大意	1	灌頂 撰	韓	10	韓	10
1561	四教義	6	智顗 撰	弊	1	弊	6
1562	國清百錄	4	智寂 等錄　灌頂 纂集	弊	7	弊	10
1563	釋禪波羅蜜次第法門	10	智顗 說　法慎 記　灌頂 再治	煩	1	煩	10
1564	法界次第初門	3	智顗 撰	刑	1	刑	3
1565	方等三昧行法	1	智顗 說　灌頂 記	刑	4	刑	4
1566	淨土十疑論	1	智顗 說	刑	5	刑	5
1567	觀心論疏	5	灌頂 撰	刑	6	刑	10
1568	南岳思大禪師立誓願文	1	慧思 述	起	1	起	1
1569	天臺智者大師別傳	1	灌頂 撰	起	2	起	2
1570	止觀大意	1	湛然 述	起	3	起	3
1571	始終心要	1	湛然 述	起	3	起	3
1572	修懺要旨	1	知禮 述	起	3	起	3
1574	指要鈔	2	知禮 述	起	5	起	6
1575	金剛錍	1	湛然 述	起	7	起	7
1576	法智遺編觀心二百問	1	知禮 撰　法孫繼忠 集　	起	8	起	8
1577	永嘉集	1	玄覺 撰	起	9	起	9
1578	天臺傳佛心印記	1	懷則 述	起	10	起	10
1579	淨土境觀要門	1	懷則 述	起	10	起	10
1580	首楞嚴經義海	30	唐 懷迪證釋　宋 咸輝 排經入注	翦	1	牧	10
1581	大方廣佛華嚴經疏	60	澄觀 述	用	1	威	10
1582	大方廣佛華嚴經隨疏演義鈔	90	澄觀 述	沙	1	禹	10
1583	華嚴一乘教義分齊章	4	法藏 述	跡	1	跡	4
1584	華嚴經明法品內立三寶章	2	法藏 述	跡	5	跡	6
1585	修華嚴奧旨妄盡還源觀	1	法藏 述	跡	7	跡	7
1586	原人論	1	宗密 述	跡	7	跡	7
1587	華嚴經指歸	1	法藏 述	跡	8	跡	8
1588	注華嚴法界觀門	1	宗密 注	跡	9	跡	9
1589	佛遺教經論疏節要	1	智圓 疏　淨源 節要	跡	10	跡	10
1590	華嚴法界玄鏡	2	澄觀 述	百	1	百	2
1591	般若波羅蜜多心經略疏	1	法藏 述	百	3	百	3
1592	般若心經略疏連珠記	2	唐 法藏 述　宋 師會 述記	百	4	百	5
1593	盂蘭盆經疏	1	宗密 述	百	6	百	6
1594	華嚴金師子章	1	法藏 述	百	7	百	7
1595	佛說阿彌陀經疏	1	元曉 述	百	7	百	7
1596	紹興重雕大藏音	3	處觀 集	百	8	百	10
1597	一切經音義	26	玄應 撰	郡	1	并	6
1598	華嚴經音義	4	慧苑 述	并	7	并	10
1600	隋眾經目錄	5	翻經沙門及學士 等撰	嶽	6	嶽	10
1601	隋眾經目錄	6	法經 撰	宗	1	宗	6
1602	武周刊定眾經目錄	15	明佺 等撰	宗	7	泰	10
1603	大藏聖教法寶標目	10	王古 撰	岱	1	岱	10
1604	至元法寶勘同總錄	10	慶吉祥 等集	禪	1	禪	10
1605	楞伽阿颰多羅寶經注解	8	宗泐如[王*巳] 同注	主	1	主	8
1606	般若波羅蜜多心經注解	1	宗泐如[王*巳] 同注	主	9	主	9
1607	金剛般若波羅蜜經注解	1	宗泐如[王*巳] 同注	主	9	主	9
1608	大明太宗文皇帝御製序贊文	1	太宗朱棣 撰	主	10	主	10
1609	諸佛世尊如來菩薩尊者神僧名經	40	太宗朱棣 製	云	1	門	10
1610	諸佛世尊如來菩薩尊者名稱歌曲	50	太宗朱棣 製	紫	1	赤	10
1611	感應歌曲	1		城	1	城	1
1612	神僧傳	9	太宗朱棣 集撰	城	2	城	9
1613	大明三藏法數	40	一如 等編集	昆	1	石	10
1614	華嚴懸談會玄記	40	唐 澄觀 疏鈔　元 普瑞 述記	鉅	1	庭	10
1615	妙法蓮華經要解	20	戒環 解	曠	1	遠	10
1617	大乘起信論疏	5	法藏 述	巖	1	巖	5
1618	大乘起信論疏筆削記	15	子璿 錄	巖	6	岫	10
1619	肇論新疏	10	文才 述	杳	1	杳	10
1620	肇論新疏游刃	10	文才 述	冥	1	冥	10
1621	圓覺經略疏之鈔	30	宗密 于大疏略出	治	1	於	10
1622	金剛經疏論纂要	3	唐 宗密 述　宋 子璿 治定	農	1	農	3
1623	釋金剛經刊定記	7	子璿 錄	農	4	農	10
1624	維摩詰所說經注	10	姚秦 鳩摩羅什僧肇道生 三家法中集出	務	1	務	10
1625	華嚴原人論	5	宗密 述	茲	1	茲	5
1626	析疑論	5	子成 撰　師子比丘 述注	茲	6	茲	10
1627	天臺四教儀集注	10	諦觀 注	稼	1	稼	10
1628	教乘法數	40	圓[沼-召+靜] 集	穡	1	南	10
1629	佛祖歷代通載	36	念常 集	畝	1	黍	6
1630	禪林寶訓	4	妙喜 等集　淨善 重集	黍	7	黍	10
1631	大方廣佛華嚴經疏鈔	30	澄觀 集	稷	1	熟	10
1632	翻譯名義集	20	法雲 編	貢	1	新	10
1633	禪宗正脈	20	如巹 集	勸	1	賞	10
1634	百丈清規	8	唐 懷海 撰　元 法輝 重編	黜	1	黜	8
1635	三教平心論	2	劉謐 撰	黜	9	黜	10
1636	緇門警訓	10	如巹 續集	陟	1	陟	10
1637	鐔津文集	20	契嵩 編撰	孟	1	軻	10
1638a	八識規矩	3	唐 玄奘 造頌　明 普泰 補注	敦	1	敦	3
1638b	百法明門論		玄奘 譯	敦	3	敦	3
1639	禪源諸詮集都序	4	宗密 述	敦	4	敦	7
1640	修心訣	1	普照 述	敦	8	敦	8
1641	真心直說	1	知訥 述	敦	9	敦	9
1642	寶藏論	1	僧肇 述	敦	10	敦	10
1643	盧山蓮宗鑒	7	普度 集	素	1	素	7
1644	永明智覺禪師唯心訣	1	延壽 述	素	8	素	8
1645	禪宗決疑集	1	智徹 述	素	9	素	9
1646	黃檗傳心法要	1	希運 說　裴休 集　	素	10	素	10
1647	萬善同歸集	6	延壽 述	史	1	史	6
1648	華嚴法界觀通玄記頌注	2	宋 本嵩 述頌　元 琮湛 集解	史	7	史	8
1649	大明仁孝皇后夢感佛說第一希有大功德經	2	仁孝皇后 傳	史	9	史	10
1650	續傳燈錄	36	居頂 編	合	1	扶	5
1651	古尊宿語錄	48	賾藏主 集	密	2	士	12
1652	禪宗頌古聯珠通集	21	宋 法應 集　元 普全 續集	雞	1	赤	7
1653	佛祖統記	54	志磐 撰	城	1	碣	11
1654	大明三藏聖教目錄	3	雙徑山僧眾 編				
0097	大方廣佛華嚴經續入法界品	1	地婆訶羅 譯	壹	4	壹	4
0151	相續解脫如來所作隨順處了義經	1	求那跋陀羅 譯	髮	1	髮	1
0168a	番字藥師琉璃光七佛本願功德經	1	義淨 譯	惟		惟	
0189	佛說無所希望經	1	竺法護 譯	慕	2	慕	2
0227	佛說德護長者經	2	那連提黎耶舍 譯	潔	8	潔	9
0271	稱贊大乘功德經	1	玄奘 譯	良	7	良	7
0283	大乘造像功德經		提雲般若 等譯	知	1	知	1
0311	不空罥索神咒心經	1	玄奘 譯	過	10	過	10
0323	十一面神咒心經	1	玄奘 譯	能	8	能	8
0361	東方最勝燈王如來助護持世間神咒經	1	闍那崛多 譯	罔	4	罔	4
0377	摩訶摩耶經	2	曇景 譯	彼	7	彼	8
0418	大威德陀羅尼經	20	闍那崛多 等譯	覆	1	器	6
0465	佛說法滅盡經	1	失譯人名附劉宋錄	景	10	景	10
0507	八大人覺經	1	安世高 譯	維	2	維	2
0538	增壹阿含經	50	曇摩難提 譯	形	1	空	10
0572	佛說齋經	1	支謙 譯	緣	7	緣	7
0612	佛說婆羅門避死經	1	安世高 譯	善	8	善	8
0632	阿難分別經	1	聖堅 譯	慶	1	慶	1
0647	佛說聖法印經	1	竺法護 譯	慶	9	慶	9
0675	佛本行集經	60	闍那崛多 譯	父	1	與	10
0702	佛說龍王兄弟經	1	支謙 譯	敬	9	敬	9
0734	佛說業報差別經	1	法智 譯	當	4	當	4
0747	天請問經	1	玄奘 譯	當	7	當	7
0767	佛說摩達國王經	1	沮渠京聲 譯	當	10	當	10
0799	佛說大迦葉問大寶積正法經	5	施護 譯	忠	9	忠	10
0830	佛說如意寶總持王經	1	施護 譯	則	10	則	10
0853	眾許摩訶帝經	13	法賢 譯	命	2	命	8
0879	佛說消除一切灾障寶髻陀羅尼經	1	法賢 譯	臨	8	臨	8
0894	佛說頻婆娑羅王經	1	法賢 譯	臨	10	臨	10
0930	佛說大乘不思議神通境界經		施護 譯	薄	8	薄	8
0941	佛說無畏授所問大乘經		施護 譯	夙	6	夙	6
0965	大乘密嚴經	3	不空 譯	清	3	清	5
0988	佛說巨力長者所問大乘經		智吉祥 等譯	斯	6	斯	6
1023	佛說秘密三昧大教王經	4	施護 等譯	淵	1	淵	4
1038	大乘瑜伽金剛性海曼殊室利千臂千鉢大教王經	10	不空 譯	容	1	容	10
1070	聖觀自在菩薩功德贊	1	施護 譯	言	7	言	7
1111	四分律藏	60	佛陀耶舍共竺佛念 譯	業	1	無	10
1155	大沙門百一羯磨法	1	失譯人名附劉宋錄	外	10	外	10
1176a	攝大乘論	3	真諦 譯	隱	6	隱	8
1189	成唯識論	10	玄奘 譯	義	1	義	10
1221	觀總相論頌	1	義淨 譯	匪	10	匪	10
1243	回諍論	1	毗目智仙 等譯	逸	1	逸	1
1275	五事毗婆沙論		玄奘 譯	席	9	席	9
1319	佛說佛醫經	1	竺律炎共支越 譯	明	10	明	10
1351	舊雜譬喻經	2	康僧會 譯	聚	8	聚	9
1361	無明羅剎經	1	失譯人名附秦錄	群	9	群	9
1401	金剛王菩薩秘密念誦儀軌	1	不空 譯	稿	4	稿	4
1450	佛吉祥德贊		施護 譯	漆	1	漆	1
1464	續集古今佛道論衡	1	智升 撰	壁	10	壁	10
1502	法華三昧懺儀	1	智顗 撰　灌頂 記	輔	1	輔	1
1523	圓悟佛果禪師語錄	17	克勸 說　紹隆等編	漢	4	惠	10
1573	十不二門	1	湛然 述	起	4	起	4
1599	辯偽錄	5	祥邁 撰	嶽	1	嶽	5
1616	大佛頂萬行首楞嚴經會解	20	唐 宋 九師 釋　元 惟則 會解	綿	1	邈	10